"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-12-16 11:12:30,15.5 GiB,2.57 GiB,2.29 GiB,10.7 GiB,434 MiB
2024-12-16 11:12:45,15.5 GiB,2.73 GiB,2.25 GiB,10.6 GiB,434 MiB
2024-12-16 11:13:00,15.5 GiB,2.77 GiB,2.26 GiB,10.5 GiB,434 MiB
2024-12-16 11:13:15,15.5 GiB,2.81 GiB,2.30 GiB,10.4 GiB,434 MiB
2024-12-16 11:13:30,15.5 GiB,2.88 GiB,2.31 GiB,10.4 GiB,434 MiB
2024-12-16 11:13:45,15.5 GiB,2.92 GiB,2.35 GiB,10.3 GiB,434 MiB
2024-12-16 11:14:00,15.5 GiB,3.02 GiB,2.37 GiB,10.2 GiB,434 MiB
2024-12-16 11:14:15,15.5 GiB,3.18 GiB,2.40 GiB,9.97 GiB,434 MiB
2024-12-16 11:14:30,15.5 GiB,3.23 GiB,2.42 GiB,9.90 GiB,434 MiB
2024-12-16 11:14:45,15.5 GiB,3.24 GiB,2.45 GiB,9.86 GiB,434 MiB
2024-12-16 11:15:00,15.5 GiB,3.25 GiB,2.47 GiB,9.83 GiB,434 MiB
2024-12-16 11:15:15,15.5 GiB,3.38 GiB,2.50 GiB,9.66 GiB,434 MiB
2024-12-16 11:15:30,15.5 GiB,3.41 GiB,2.52 GiB,9.62 GiB,434 MiB
2024-12-16 11:15:45,15.5 GiB,3.42 GiB,2.55 GiB,9.58 GiB,434 MiB
2024-12-16 11:16:00,15.5 GiB,3.43 GiB,2.57 GiB,9.55 GiB,434 MiB
2024-12-16 11:16:15,15.5 GiB,3.45 GiB,2.61 GiB,9.49 GiB,434 MiB
2024-12-16 11:16:30,15.5 GiB,3.53 GiB,2.62 GiB,9.40 GiB,434 MiB
2024-12-16 11:16:45,15.5 GiB,3.65 GiB,2.66 GiB,9.25 GiB,434 MiB
2024-12-16 11:17:00,15.5 GiB,3.71 GiB,2.67 GiB,9.17 GiB,434 MiB
2024-12-16 11:17:15,15.5 GiB,3.73 GiB,2.71 GiB,9.11 GiB,434 MiB
2024-12-16 11:17:30,15.5 GiB,3.73 GiB,2.73 GiB,9.09 GiB,434 MiB
2024-12-16 11:17:45,15.5 GiB,3.74 GiB,2.74 GiB,9.07 GiB,434 MiB
2024-12-16 11:18:00,15.5 GiB,3.75 GiB,2.78 GiB,9.02 GiB,434 MiB
2024-12-16 11:18:15,15.5 GiB,3.77 GiB,2.79 GiB,8.98 GiB,434 MiB
2024-12-16 11:18:30,15.5 GiB,3.78 GiB,2.83 GiB,8.94 GiB,434 MiB
2024-12-16 11:18:45,15.5 GiB,3.79 GiB,2.85 GiB,8.91 GiB,434 MiB
2024-12-16 11:19:00,15.5 GiB,3.80 GiB,2.88 GiB,8.87 GiB,434 MiB
2024-12-16 11:19:15,15.5 GiB,3.84 GiB,2.90 GiB,8.81 GiB,434 MiB
2024-12-16 11:19:30,15.5 GiB,3.86 GiB,2.93 GiB,8.76 GiB,434 MiB
2024-12-16 11:19:45,15.5 GiB,3.86 GiB,2.95 GiB,8.74 GiB,434 MiB
2024-12-16 11:20:00,15.5 GiB,3.88 GiB,2.99 GiB,8.68 GiB,434 MiB
2024-12-16 11:20:15,15.5 GiB,3.89 GiB,3.00 GiB,8.65 GiB,434 MiB
2024-12-16 11:20:30,15.5 GiB,3.91 GiB,3.04 GiB,8.60 GiB,434 MiB
2024-12-16 11:20:45,15.5 GiB,3.92 GiB,3.06 GiB,8.58 GiB,434 MiB
2024-12-16 11:21:00,15.5 GiB,3.94 GiB,3.09 GiB,8.51 GiB,434 MiB
2024-12-16 11:21:15,15.5 GiB,3.94 GiB,3.11 GiB,8.49 GiB,434 MiB
2024-12-16 11:21:30,15.5 GiB,3.95 GiB,3.15 GiB,8.45 GiB,434 MiB
2024-12-16 11:21:45,15.5 GiB,3.96 GiB,3.16 GiB,8.43 GiB,434 MiB
2024-12-16 11:22:00,15.5 GiB,3.98 GiB,3.20 GiB,8.37 GiB,434 MiB
2024-12-16 11:22:15,15.5 GiB,3.97 GiB,3.21 GiB,8.36 GiB,434 MiB
2024-12-16 11:22:30,15.5 GiB,3.98 GiB,3.25 GiB,8.31 GiB,434 MiB
2024-12-16 11:22:45,15.5 GiB,3.99 GiB,3.27 GiB,8.29 GiB,434 MiB
2024-12-16 11:23:00,15.5 GiB,4.02 GiB,3.30 GiB,8.23 GiB,434 MiB